Brand,Model,Size_in,Throat_in,Diameter_mm,Z_ohm,Re_ohm,Le_mH,Bl_Tm,Sd_cm2,Mms_g,Mmd_g,Cms_mm_per_N,Vas_L,Fs_Hz,Qms,Qes,Qts,Rms_kg_per_s,Xmax_mm,Power_W,Sensitivity_dB,XO_min_Hz,Freq_low_Hz,Source_URL
BMS,4526ND,,0.63,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-48.html?id=4526nd
BMS,4538,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-102.html?id=bms_4538
BMS,4540ND,,1.0,,8.0,,,,,,,,,,,,,,,,114,,,https://www.bmsspeakers.com/index.php-52.html?id=bms_4540nd
BMS,4544,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-103.html?id=bms_4544
BMS,4545ND,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-53.html?id=bms_4545nd
BMS,4547ND,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-54.html?id=bms_4547nd
BMS,4550,,1.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-104.html?id=bms_4550
BMS,4552ND,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-55.html?id=bms_4552nd
BMS,4554,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-106.html?id=bms_4554
BMS,4555,,1.5,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-108.html?id=bms_4555
BMS,4590,,2.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-110.html?id=bms_4590
BMS,4591,,2.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-111.html?id=bms_4591
BMS,4592ND,,2.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-69.html?id=bms_4592nd
BMS,4592ND-mid,,2.0,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-70.html?id=bms_4592nd-mid
BMS,4593HE,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-438.html?id=4593he_overview0
BMS,4593ND,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-59.html?id=bms_4593ND
BMS,4594HE,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-442.html?id=4594he_overview0
BMS,4594ND,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-61.html?id=bms_4594nd
BMS,4594ND-mid,,1.4,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-62.html?id=bms_4594nd-mid
BMS,4595HE,,1.5,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-446.html?id=4595he_overview0
BMS,4595ND,,1.5,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-65.html?id=bms_4595nd
BMS,4595ND-mid,,1.5,,8.0,,,,,,,,,,,,,,,,,,,https://www.bmsspeakers.com/index.php-66.html?id=bms_4595nd-mid
BMS,5530ND,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-172.html?id=5530nd_overview0
BMS,5531ND,,1.0,,8.0,,,,,,,,,,,,,,,,113,,,https://www.bmsspeakers.com/index.php-366.html?id=5531nd_overview0
BMS,5N155,5.0,,,16.0,11.65,0.51,12.0,85.0,9.6,,,2.63,100.6,4.17,0.49,0.44,,5.0,130.0,91.0,,,
BMS,5N160,5.0,,,16.0,11.4,0.51,11.3,85.0,8.3,,,2.57,113.0,2.4,0.52,0.43,,5.0,130.0,91.0,,,
BMS,5S117,5.0,,,16.0,11.4,0.58,11.3,85.0,8.9,,,3.25,95.0,3.3,0.49,0.42,,5.0,130.0,91.0,,,
BMS,6N160,6.5,,,16.0,11.4,0.53,11.3,143.0,11.7,,,7.7,89.0,2.4,0.58,0.47,,5.0,130.0,93.0,,,
BMS,6S117,6.5,,,16.0,11.4,0.64,11.3,143.0,11.0,,,10.4,80.0,3.3,0.49,0.43,,5.0,130.0,93.0,,,
BMS,8N515,8.0,,,8.0,5.4,0.32,13.8,222.0,20.6,,,11.04,87.7,4.34,0.32,0.3,,4.0,200.0,96.0,,,
BMS,8N519,8.0,,,8.0,5.8,0.36,13.8,222.0,28.5,,,10.9,74.9,4.2,0.41,0.37,,6.3,250.0,94.0,,,
BMS,8S215,8.0,,,8.0,5.4,0.2,13.6,222.0,20.6,,,11.04,87.7,4.4,0.33,0.31,,4.25,200.0,96.0,,,
Celestion,100,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoBlue12"",8Ohm",,,,,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoBlue12""15Ohm",,,,,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoGold10""",,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoGold10""",,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoGold12""",,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,"AlnicoGold12"",15Ohm",,,,,,,,,,,,,,,,,,,,,,,
Celestion,AlnicoGoldBulldog10B-Stock,,,,,,,,,,,,,,,,,,,,,,,
Celestion,BL15-300X,,,,4.0,,,,,,,,,,,,,,,,,,,
Celestion,BN10-200X,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,CDX1-1010,,1.0,,8.0,,,,,,,,,,,,,,,15,107,2200,1500,https://celestion.com/product/cdx1-1010/
Celestion,CDX1-1070,,,,,,,,,,,,,,,,,,,,,,,
Celestion,CDX1-1415,,1.0,,8.0,,,,,,,,,,,,,,,20,104,2500,2000,https://celestion.com/product/cdx1-1415/
Celestion,CDX1-1425,,,,,,,,,,,,,,,,,,,,,,,
Celestion,CDX1-1430,,1.0,,8.0,,,,,,,,,,,,,,,50,108,2500,2000,https://celestion.com/product/cdx1-1430/
Celestion,CDX1-1445,,1.0,,8.0,,,,,,,,,,,,,,,20,106,2200,1500,https://celestion.com/product/cdx1-1445/
Celestion,CDX1-1446,,1.0,,8.0,,,,,,,,,,,,,,,20,106,2200,1500,https://celestion.com/product/cdx1-1446/
Celestion,CDX1-1730,,1.0,,8.0,,,,,,,,,,,,,,,40,110,2200,1200,https://celestion.com/product/cdx1-1730/
Celestion,CDX1-1745,,1.0,,8.0,,,,,,,,,,,,,,,40,110,2200,1200,https://celestion.com/product/cdx1-1745/
Celestion,CDX1-1745,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,CDX1-1746,,1.0,,8.0,,,,,,,,,,,,,,,40,110,2200,1200,https://celestion.com/product/cdx1-1746/
Celestion,CDX1-1747,,1.0,,8.0,,,,,,,,,,,,,,,60,110,1600,1000,https://celestion.com/product/cdx1-1747/
Celestion,CDX1-1748,,,,,,,,,,,,,,,,,,,,,,,
Celestion,CDX14-3060,,1.4,,8.0,,,,,,,,,,,,,,,75,106.5,1000,500,https://celestion.com/product/cdx14-3060/
Celestion,CDX20-3075,,2.0,,8.0,,,,,,,,,,,,,,,75,107,800,500,https://celestion.com/product/cdx20-3075/
Celestion,CF0617M,,,,,,,,,,,,,,,,,,,,,,,
Celestion,"Cream12""",,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,"Cream12""",,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,Eight15,,,,4.0,,,,,,,,,,,,,,,,,,,
Celestion,Eight15,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,Eight15,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,F12-X200,,,,,,,,,,,,,,,,,,,,,,,
Celestion,F12M-150TripleCone,,,,,,,,,,,,,,,,,,,,,,,
Celestion,FTR15-3070C,,,,,,,,,,,,,,,,,,,,,,,
Celestion,FTR18-4080HDX,,,,,,,,,,,,,,,,,,,,,,,
Celestion,G10Greenback,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G10Greenback,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,G10Vintage,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G10Vintage,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,G12-65,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G12-65,,,,15.0,,,,,,,,,,,,,,,,,,,
Celestion,G12H-150Redback,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G12H-150Redback,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,G12H-75Creamback,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G12H-75Creamback,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,G12NEOCreamback,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,G12NEOCreamback,,,,16.0,,,,,,,,,,,,,,,,,,,
Celestion,G12V-Type,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,NeoV-Type,,,,8.0,,,,,,,,,,,,,,,,,,,
Celestion,PowerProX18,,,,,,,,,,,,,,,,,,,,,,,
Celestion,Pulse10,,,,,,,,,,,,,,,,,,,,,,,
Celestion,Pulse15,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF0510,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF0615,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF0818,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF0818MR,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF1020,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF1230S,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF1525,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF1525e,,,,,,,,,,,,,,,,,,,,,,,
Celestion,TF1530,,,,,,,,,,,,,,,,,,,,,,,
Celestion,Truvox1525,,,,,,,,,,,,,,,,,,,,,,,
CSS,LDW7,,,,,,,,,,,,,,,,,,,,,,,
CSS,SDX10,,,,,,,,,,,,,,,,,,,,,,,
CSS,SDX12,,,,,,,,,,,,,,,,,,,,,,,
CSS,W5-06,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,12LF400,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,15LF500,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,18SW1200F,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,18SW1200N,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE48,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE4876,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE53N,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE65W,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE67PR,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE70PR,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE78PF,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CE81PF,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,CX120,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DA115,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DA135,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DA175,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DA215,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC130A,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC130AS,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC130B,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC130BS,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC160,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC160,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC200,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC250,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC300,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DC380,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DCS165,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DCS205,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DCS255,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DCS305,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DCS385,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA105-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA45,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA45,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA58,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA58,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DMA70,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS115,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS175,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS215,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS215-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS270-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS315,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DS90,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA115,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA135,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA175-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA215,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA215-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA270,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA315,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA315-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,DSA90,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,E150HE-44,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,E150HE-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,E150MR,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,E180HE-44,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,GF180,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,GF180,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,LS10-44,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,LW150,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,MB1025,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,MB620,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,MX10-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,MX12-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,MX15-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,MX5-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,MX6-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND105,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND105-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND140,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND140,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND140-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND64,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND65,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND65,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND90,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND90-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND91,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ND91,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PA130,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PA200,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PA255,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PA310,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC105,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC105,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC68,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC68,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC83,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PC83,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PRONeo,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PS180,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PS220,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,PS95,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RC180-55,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS100,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS100,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS100P,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS100P,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS125,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS125,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS125P,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS150,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS150,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS150P,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS180P,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS180P,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS180S,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS225,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS225,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS225P,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS270,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS52AN,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS52FN,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS75,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS75,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RS75T,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS210-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS210HF,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS210HO,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS210HO,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS265HF,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS265HF,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS265HO,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS265HO-44,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS315HF,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS315HFA,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS315HO,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS315HO-44,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS390HF,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS390HO,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,RSS460HO,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SD215A-88,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SD270A-88,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SD315A-88,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SIG120,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SIG150,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SIG180,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SIG225,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SIG270,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS10-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS12-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS12-PR,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS15-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS18-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,SS8-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,ST601,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,ST603,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,TCP115,,,,4.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,TCP115,,,,8.0,,,,,,,,,,,,,,,,,,,
Dayton Audio,UM10-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UM12-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UM15-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UM18-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UM8-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UMII10-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UMII12-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UMII15-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UMII18-22,,,,,,,,,,,,,,,,,,,,,,,
Dayton Audio,UMII8-22,,,,,,,,,,,,,,,,,,,,,,,
Dynavox,204205,,,,,,,,,,,,,,,,,,,,,,,
Dynavox,206159,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,DH2010A,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,DH2T,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,DL15X,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,DL18MT,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,EV8L,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,"EVID4.2Replacem.Speaker4""",,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,Evid6.2ReplacementSpeaker,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,EVMDL12BFH,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,EVS12SB,,,,,,,,,,,,,,,,,,,,,,,
Electro-Voice,EVX180B,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Alpha,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,Alpha-10A,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,Alpha-6A,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,Alpha-8MRA,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Beta,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,Beta-10A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Beta-10AB-Stock,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Delta-10B,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Delta-12A,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,Delta-15A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Delta-15LFA,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Delta-15LFC,,,,,,,,,,,,,,,,,,,,,,,
Eminence,DeltaliteII2510,,,,,,,,,,,,,,,,,,,,,,,
Eminence,EPSD2002Sa,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,EPSD2002Sa-8B-Stock,,,,,,,,,,,,,,,,,,,,,,,
Eminence,GuitarLegend1258,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Kappa-15A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Kappa-15LFA,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Kappalite3012LF,,,,,,,,,,,,,,,,,,,,,,,
Eminence,KappaPro-10A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,KappaPro-15A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,KappaPro-15LF,,,,2.0,,,,,,,,,,,,,,,,,,,
Eminence,KappaPro-18LFA,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Lab12,,,,,,,,,,,,,,,,,,,,,,,
Eminence,Legend1028K,,,,,,,,,,,,,,,,,,,,,,,
Eminence,LegendBP102,,,,4.0,,,,,,,,,,,,,,,,,,,
Eminence,LegendBP102,,,,8.0,,,,,,,,,,,,,,,,,,,
Eminence,OmegaPro-15A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,OmegaPro-18A,,,,,,,,,,,,,,,,,,,,,,,
Eminence,RaginCajun,,,,,,,,,,,,,,,,,,,,,,,
Eminence,SigmaPro-18A,,,,2.0,,,,,,,,,,,,,,,,,,,
ETON,11-212/C8/50HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,11-612/C8/50RP,,,,,,,,,,,,,,,,,,,,,,,
ETON,12-212/C8/62HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,12-612/C8/62RP,,,,,,,,,,,,,,,,,,,,,,,
ETON,5-312/C8/25HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,5-612/C8/25RP,,,,,,,,,,,,,,,,,,,,,,,
ETON,7-212/C8/32HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,7-218ARCOSIA,,,,,,,,,,,,,,,,,,,,,,,
ETON,7-612/C8/32RP,,,,,,,,,,,,,,,,,,,,,,,
ETON,8-212/C8/37HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,8-412/C8/32HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,8-512/C8/32HEX,,,,,,,,,,,,,,,,,,,,,,,
ETON,8-612/C8/32RP,,,,,,,,,,,,,,,,,,,,,,,
Faital Pro,10FE200,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10FE200,9.84,,,8.0,5.9,0.42,8.2,359.7,24.5,,,61.7,55,11.3,0.74,0.69,,4.67,150,96,,,
Faital Pro,10FE2008OhmsB-Stock,,,,,,,,,,,,,,,,,,,,,,,
Faital Pro,10FE300,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10FE300,10.0,,,8.0,5.8,0.6,11.3,358.0,35.9,,,50.5,50.0,13.1,0.54,0.52,,5.52,250.0,96.0,,,
Faital Pro,10FE330,9.84,,,8.0,5.3,1.1,12.6,382.0,58.2,,,72.4,35,6.7,0.43,0.4,,8.32,250,92,,,
Faital Pro,10FE400,10.0,,,8.0,5.0,0.68,11.5,362.0,36.5,,,35.3,60.0,5.2,0.52,0.47,,5.42,200.0,96.0,,,
